route,from_a,to_b,change,totaltime,route_min,full_route,stop1,stop2,stop3,stop4,stop5,count,geom,interval_t
Kysak (Sároskõszeg) - Abaújszántó,Kysak,Abaújszántó,3,03:11:00,191,"{Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Lastovce - Abaújszántó,Lastovce,Abaújszántó,4,04:01:00,241,"{Lastovce,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,NULL,1,NULL,over 180 min
Mala Lodina - Abaújszántó,Mala Lodina,Abaújszántó,3,03:32:00,212,"{""Mala Lodina"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Nizna Mysla - Abaújszántó,Nizna Mysla,Abaújszántó,3,03:16:00,196,"{""Nizna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Obisovce - Abaújszántó,Obisovce,Abaújszántó,3,03:32:00,212,"{Obisovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Ruskov - Abaújszántó,Ruskov,Abaújszántó,3,03:26:00,206,"{Ruskov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Slanec - Abaújszántó,Slanec,Abaújszántó,3,03:32:00,212,"{Slanec,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Slovenske Nove Mesto (Kisújhely) - Abaújszántó,Slovenske Nove Mesto,Abaújszántó,3,04:04:00,244,"{""Slovenske Nove Mesto"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,5,NULL,over 180 min
Somotor - Abaújszántó,Somotor,Abaújszántó,3,04:19:00,259,"{Somotor,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Stanca - Abaújszántó,Stanca,Abaújszántó,4,04:14:00,254,"{Stanca,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,NULL,1,NULL,over 180 min
Streda Nad Bodrogom (Bodrogszerdahely) - Abaújszántó,Streda Nad Bodrogom,Abaújszántó,3,04:13:00,253,"{""Streda Nad Bodrogom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,6,NULL,over 180 min
Trebejov - Abaújszántó,Trebejov,Abaújszántó,4,03:19:00,199,"{Trebejov,Kysak,Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó}",Kysak,Kosice,Miskolc-Tiszai,Szerencs,NULL,1,NULL,over 180 min
Kuzmice - Bodrogkeresztúr,Kuzmice,Bodrogkeresztúr,3,03:10:00,190,"{Kuzmice,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogkeresztúr}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,5,NULL,over 180 min
Lastovce - Bodrogkeresztúr,Lastovce,Bodrogkeresztúr,4,03:28:00,208,"{Lastovce,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogkeresztúr}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,NULL,4,NULL,over 180 min
Slovenske Nove Mesto (Kisújhely) - Bodrogkeresztúr,Slovenske Nove Mesto,Bodrogkeresztúr,3,03:28:00,208,"{""Slovenske Nove Mesto"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogkeresztúr}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,4,NULL,over 180 min
Somotor - Bodrogkeresztúr,Somotor,Bodrogkeresztúr,3,03:44:00,224,"{Somotor,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogkeresztúr}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,5,NULL,over 180 min
Stanca - Bodrogkeresztúr,Stanca,Bodrogkeresztúr,4,03:41:00,221,"{Stanca,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogkeresztúr}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,NULL,4,NULL,over 180 min
Streda Nad Bodrogom (Bodrogszerdahely) - Bodrogkeresztúr,Streda Nad Bodrogom,Bodrogkeresztúr,3,03:37:00,217,"{""Streda Nad Bodrogom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogkeresztúr}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,5,NULL,over 180 min
Trebisov - Bodrogkeresztúr,Trebisov,Bodrogkeresztúr,4,03:52:00,232,"{Trebisov,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogkeresztúr}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,NULL,4,NULL,over 180 min
Velaty - Bodrogkeresztúr,Velaty,Bodrogkeresztúr,4,03:34:00,214,"{Velaty,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogkeresztúr}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,NULL,4,NULL,over 180 min
Bohdanovce - Bodrogolaszi,Bohdanovce,Bodrogolaszi,3,03:07:00,187,"{Bohdanovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogolaszi}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,5,NULL,over 180 min
Celovce (Cselej) - Bodrogolaszi,Celovce,Bodrogolaszi,3,04:13:00,253,"{Celovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogolaszi}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,5,NULL,over 180 min
Cerhov - Bodrogolaszi,Cerhov,Bodrogolaszi,3,03:42:00,222,"{Cerhov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogolaszi}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,4,NULL,over 180 min
Kalsa - Bodrogolaszi,Kalsa,Bodrogolaszi,3,03:23:00,203,"{Kalsa,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogolaszi}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,5,NULL,over 180 min
Kuzmice - Bodrogolaszi,Kuzmice,Bodrogolaszi,3,03:29:00,209,"{Kuzmice,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogolaszi}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,5,NULL,over 180 min
Lastovce - Bodrogolaszi,Lastovce,Bodrogolaszi,4,03:47:00,227,"{Lastovce,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogolaszi}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,NULL,4,NULL,over 180 min
Mala Lodina - Bodrogolaszi,Mala Lodina,Bodrogolaszi,3,03:18:00,198,"{""Mala Lodina"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogolaszi}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Obisovce - Bodrogolaszi,Obisovce,Bodrogolaszi,3,03:15:00,195,"{Obisovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogolaszi}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Ruskov - Bodrogolaszi,Ruskov,Bodrogolaszi,3,03:10:00,190,"{Ruskov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogolaszi}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,5,NULL,over 180 min
Slanec - Bodrogolaszi,Slanec,Bodrogolaszi,3,03:17:00,197,"{Slanec,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogolaszi}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,5,NULL,over 180 min
Slovenske Nove Mesto (Kisújhely) - Bodrogolaszi,Slovenske Nove Mesto,Bodrogolaszi,3,03:47:00,227,"{""Slovenske Nove Mesto"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogolaszi}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,4,NULL,over 180 min
Somotor - Bodrogolaszi,Somotor,Bodrogolaszi,3,04:03:00,243,"{Somotor,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogolaszi}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,5,NULL,over 180 min
Stanca - Bodrogolaszi,Stanca,Bodrogolaszi,4,04:00:00,240,"{Stanca,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogolaszi}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,NULL,4,NULL,over 180 min
Streda Nad Bodrogom (Bodrogszerdahely) - Bodrogolaszi,Streda Nad Bodrogom,Bodrogolaszi,3,03:56:00,236,"{""Streda Nad Bodrogom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogolaszi}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,5,NULL,over 180 min
Trebejov - Bodrogolaszi,Trebejov,Bodrogolaszi,4,03:02:00,182,"{Trebejov,Kysak,Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogolaszi}",Kysak,Kosice,Miskolc-Tiszai,Szerencs,NULL,1,NULL,over 180 min
Trebisov - Bodrogolaszi,Trebisov,Bodrogolaszi,4,04:11:00,251,"{Trebisov,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogolaszi}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,NULL,4,NULL,over 180 min
Velaty - Bodrogolaszi,Velaty,Bodrogolaszi,4,03:53:00,233,"{Velaty,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogolaszi}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,NULL,4,NULL,over 180 min
Velka Lodina - Bodrogolaszi,Velka Lodina,Bodrogolaszi,3,03:15:00,195,"{""Velka Lodina"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogolaszi}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Bohdanovce - Fony,Bohdanovce,Fony,4,11:53:00,713,"{Bohdanovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Fony}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Celovce (Cselej) - Fony,Celovce,Fony,4,13:01:00,781,"{Celovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Fony}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Cerhov - Fony,Cerhov,Fony,4,12:30:00,750,"{Cerhov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Fony}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Kalsa - Fony,Kalsa,Fony,4,12:08:00,728,"{Kalsa,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Fony}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Kosice (Kassa) - Fony,Kosice,Fony,3,11:20:00,680,"{Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Fony}",Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,NULL,1,NULL,over 180 min
Kostolany Nad Hornadom - Fony,Kostolany Nad Hornadom,Fony,4,11:46:00,706,"{""Kostolany Nad Hornadom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Fony}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Kuzmice - Fony,Kuzmice,Fony,4,12:14:00,734,"{Kuzmice,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Fony}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Kysak (Sároskõszeg) - Fony,Kysak,Fony,3,11:44:00,704,"{Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Fony}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Lastovce - Fony,Lastovce,Fony,5,12:32:00,752,"{Lastovce,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Fony}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,1,NULL,over 180 min
Mala Lodina - Fony,Mala Lodina,Fony,4,12:03:00,723,"{""Mala Lodina"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Fony}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Nizna Mysla - Fony,Nizna Mysla,Fony,4,11:47:00,707,"{""Nizna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Fony}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Obisovce - Fony,Obisovce,Fony,4,12:18:00,738,"{Obisovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Fony}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Ruskov - Fony,Ruskov,Fony,4,11:57:00,717,"{Ruskov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Fony}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Slanec - Fony,Slanec,Fony,4,12:03:00,723,"{Slanec,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Fony}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Slovenske Nove Mesto (Kisújhely) - Fony,Slovenske Nove Mesto,Fony,4,12:35:00,755,"{""Slovenske Nove Mesto"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Fony}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Somotor - Fony,Somotor,Fony,4,12:50:00,770,"{Somotor,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Fony}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Stanca - Fony,Stanca,Fony,5,12:45:00,765,"{Stanca,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Fony}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,1,NULL,over 180 min
Streda Nad Bodrogom (Bodrogszerdahely) - Fony,Streda Nad Bodrogom,Fony,4,12:44:00,764,"{""Streda Nad Bodrogom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Fony}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Trebejov - Fony,Trebejov,Fony,4,11:51:00,711,"{Trebejov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Fony}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Velaty - Fony,Velaty,Fony,5,12:37:00,757,"{Velaty,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Fony}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,1,NULL,over 180 min
Trebisov - Fony,Trebisov,Fony,5,13:02:00,782,"{Trebisov,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Fony}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,1,NULL,over 180 min
Velka Lodina - Fony,Velka Lodina,Fony,4,12:00:00,720,"{""Velka Lodina"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Fony}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Bohdanovce - Golop,Bohdanovce,Golop,3,03:12:00,192,"{Bohdanovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Golop}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Celovce (Cselej) - Golop,Celovce,Golop,3,03:35:00,215,"{Celovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Golop}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Cerhov - Golop,Cerhov,Golop,3,03:49:00,229,"{Cerhov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Golop}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,5,NULL,over 180 min
Kalsa - Golop,Kalsa,Golop,3,03:27:00,207,"{Kalsa,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Golop}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Kostolany Nad Hornadom - Golop,Kostolany Nad Hornadom,Golop,3,03:05:00,185,"{""Kostolany Nad Hornadom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Golop}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,2,NULL,over 180 min
Kuzmice - Golop,Kuzmice,Golop,3,03:33:00,213,"{Kuzmice,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Golop}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Kysak (Sároskõszeg) - Golop,Kysak,Golop,3,03:01:00,181,"{Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Golop}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Lastovce - Golop,Lastovce,Golop,4,03:51:00,231,"{Lastovce,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Golop}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,NULL,1,NULL,over 180 min
Mala Lodina - Golop,Mala Lodina,Golop,3,03:22:00,202,"{""Mala Lodina"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Golop}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Michalany (Alsómihályi) - Golop,Michalany,Golop,3,03:42:00,222,"{Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Golop}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Nizna Mysla - Golop,Nizna Mysla,Golop,3,03:06:00,186,"{""Nizna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Golop}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Obisovce - Golop,Obisovce,Golop,3,03:22:00,202,"{Obisovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Golop}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Ruskov - Golop,Ruskov,Golop,3,03:16:00,196,"{Ruskov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Golop}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Slanec - Golop,Slanec,Golop,3,03:22:00,202,"{Slanec,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Golop}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Slovenske Nove Mesto (Kisújhely) - Golop,Slovenske Nove Mesto,Golop,3,03:54:00,234,"{""Slovenske Nove Mesto"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Golop}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,5,NULL,over 180 min
Somotor - Golop,Somotor,Golop,3,04:09:00,249,"{Somotor,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Golop}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Michalany (Alsómihályi) - Tarcal,Michalany,Tarcal,2,03:29:00,209,"{Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Tarcal}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,over 180 min
Stanca - Golop,Stanca,Golop,4,04:04:00,244,"{Stanca,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Golop}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,NULL,1,NULL,over 180 min
Streda Nad Bodrogom (Bodrogszerdahely) - Golop,Streda Nad Bodrogom,Golop,3,04:03:00,243,"{""Streda Nad Bodrogom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Golop}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,6,NULL,over 180 min
Trebejov - Golop,Trebejov,Golop,4,03:09:00,189,"{Trebejov,Kysak,Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Golop}",Kysak,Kosice,Miskolc-Tiszai,Szerencs,NULL,1,NULL,over 180 min
Velaty - Golop,Velaty,Golop,4,03:56:00,236,"{Velaty,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Golop}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,NULL,1,NULL,over 180 min
Velka Lodina - Golop,Velka Lodina,Golop,3,03:19:00,199,"{""Velka Lodina"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Golop}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Bohdanovce - Gönc,Bohdanovce,Gönc,4,12:07:00,727,"{Bohdanovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Gönc}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Celovce (Cselej) - Gönc,Celovce,Gönc,4,13:15:00,795,"{Celovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Gönc}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Cerhov - Gönc,Cerhov,Gönc,4,12:44:00,764,"{Cerhov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Gönc}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Kalsa - Gönc,Kalsa,Gönc,4,12:22:00,742,"{Kalsa,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Gönc}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Kosice (Kassa) - Gönc,Kosice,Gönc,3,11:34:00,694,"{Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Gönc}",Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,NULL,1,NULL,over 180 min
Kostolany Nad Hornadom - Gönc,Kostolany Nad Hornadom,Gönc,4,12:00:00,720,"{""Kostolany Nad Hornadom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Gönc}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Kuzmice - Gönc,Kuzmice,Gönc,4,12:28:00,748,"{Kuzmice,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Gönc}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Kysak (Sároskõszeg) - Gönc,Kysak,Gönc,3,11:58:00,718,"{Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Gönc}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
